epoch,loss
0,24.558893620967865
1,21.243481121957302
2,14.26422394812107
3,12.010620143264532
4,10.446800269186497
5,9.96109819225967
6,7.911828713491559
7,7.667381085455418
8,9.031774861738086
9,6.891148617491126
10,6.332881551235914
11,5.9005913976579905
12,5.79456757940352
13,5.854048343375325
14,5.717703629285097
15,5.133740729652345
16,4.961166676133871
17,4.883766419254243
18,4.86365532502532
19,4.529155530035496
20,4.437954577617347
21,4.43970400094986
22,4.231903492473066
23,4.273418633267283
24,4.239302952773869
25,3.9095619982108474
26,3.871308833360672
27,3.9711627177894115
28,3.9535863539204
29,3.9615107676945627
30,3.757948606275022
31,3.669994884170592
32,3.7902265498414636
33,4.041940520517528
34,3.8023574389517307
35,3.5823149159550667
36,3.6176411155611277
37,3.3398880790919065
38,3.3186839492991567
39,3.3413320938125253
40,3.550143238157034
41,3.307394988834858
42,3.2573492396622896
43,3.2937486926093698
44,3.161201500799507
45,2.969342475757003
46,3.035838231444359
47,2.962036614306271
48,2.8555799331516027
49,2.7626615883782506
50,2.9824362071231008
51,2.9014190547168255
52,2.72939945012331
53,2.7503610914573073
54,2.8431064477190375
55,2.6282636974938214
56,2.591959463432431
57,2.701712465379387
58,2.4859356991946697
59,2.5595064237713814
60,2.5933561073616147
61,2.568979782052338
62,2.4037171355448663
63,2.5085884779691696
64,2.2983673764392734
65,2.4133091969415545
66,2.2535587958991528
67,2.46196233574301
68,2.284226031973958
69,2.289645917713642
70,2.3309788163751364
71,2.2629983192309737
72,2.226077408529818
73,2.29594967328012
74,2.2854162650182843
75,2.260665222071111
76,2.19695954490453
77,2.301814703270793
78,2.2372341621667147
79,2.2142963856458664
80,2.1178017342463136
81,2.113515962846577
82,2.172355202957988
83,2.262721126899123
84,2.1494978051632643
85,2.11578166577965
86,2.1382297901436687
87,2.1804882693104446
88,2.1623691362328827
89,2.1462414655834436
90,2.134578683413565
91,2.0819643577560782
92,2.063344025053084
93,2.019083554856479
94,2.0259453151375055
95,1.9864673325791955
96,2.034993903711438
97,2.051839701831341
98,1.9767429698258638
99,2.0691954428330064
100,2.035290370695293
101,2.0150876315310597
102,2.0938840694725513
103,2.112773522734642
104,1.9441517675295472
105,2.038649430498481
106,2.0446064062416553
107,2.0947012016549706
108,2.0615471052005887
109,1.9818427707068622
110,1.9940120670944452
111,2.013769048266113
112,2.018404026515782
113,1.9565208880230784
114,2.1647708965465426
115,2.012694646604359
116,2.0971092898398638
117,2.1060583041980863
118,2.1280607506632805
119,2.036908980458975
120,1.9762378502637148
121,2.0864707520231605
122,1.987853896804154
123,2.0441454388201237
124,1.9354454348795116
125,1.9060910199768841
126,1.9796437099575996
127,2.079575438052416
128,1.9698996618390083
129,2.0273142918013036
130,3.341291856020689
131,2.8599241990596056
132,2.712858250364661
133,2.4798539048060775
134,2.3443223712965846
135,2.3283316073939204
136,2.333254744298756
137,2.148672710172832
138,2.111530535854399
139,2.039289944805205
140,2.1757775004953146
141,2.009832175448537
142,2.0302730700932443
143,1.9789901822805405
144,2.146810748614371
145,2.01915143430233
146,2.0553352516144514
147,1.9920465387403965
148,1.9702479857951403
149,1.989349904935807
150,2.032653270289302
151,1.9182090354152024
152,1.9251322951167822
153,2.079243330284953
154,1.9810113990679383
155,2.001913908869028
156,2.075409622397274
157,1.9213662231341004
158,2.073597375769168
159,1.9555590264499187
160,1.9461192600429058
161,1.9642173498868942
162,1.9598845820873976
163,2.2025742013938725
164,2.1890762401744723
165,2.244241686537862
166,1.9752360582351685
167,2.0482842084020376
168,2.141138511709869
169,2.071553592570126
170,1.9602623763494194
171,2.0632223770953715
172,1.9572921823710203
173,1.9627932333387434
174,2.0477645015344024
175,1.9627123260870576
176,1.9302442530170083
177,2.0030733356252313
178,2.042904856149107
179,1.8923645573668182
180,2.0314579741097987
181,1.9536678399890661
182,1.9617866287007928
183,1.9763466008007526
184,1.8875315496698022
185,1.9165652873925865
186,1.9550692681223154
187,1.87061628093943
188,2.008615384809673
189,1.9401633841916919
190,1.9203269979916513
191,2.0641506891697645
192,1.9508053539320827
193,1.9499285970814526
194,1.9420635579153895
195,2.0228961603716016
196,1.9290171451866627
197,1.9655230115167797
198,1.956630910281092
199,1.8910241909325123
200,1.940615673083812
201,1.8884129356592894
202,1.9080337919294834
203,1.9325574664399028
204,1.8342052265070379
205,1.932873832527548
206,1.8758638463914394
207,1.9472474595531821
208,1.8499229056760669
209,1.8753295289352536
210,1.9586852053180337
211,2.1336775040253997
212,2.0072630178183317
213,1.9767637895420194
214,2.061036325059831
215,2.0475730458274484
216,1.9798695147037506
217,1.9956980366259813
218,1.8968317080289125
219,1.9359076358377934
220,1.8619207628071308
221,1.8606897019781172
222,1.8309408999048173
223,2.000703132711351
224,1.8638243591412902
225,1.9635333167389035
226,1.8939294153824449
227,1.9918445753864944
228,1.8890238991007209
229,1.8864956414327025
230,1.9627459738403559
231,1.8818679633550346
232,1.9469629880040884
233,2.0310220047831535
234,1.9655039105564356
235,1.9743141569197178
236,1.905236436985433
237,1.9221861893311143
238,1.9791131089441478
239,1.965672267600894
240,1.8598611671477556
241,1.8855524910613894
242,1.9119679313153028
243,1.9421507557854056
244,1.8520145290531218
245,1.925613809376955
246,1.8981711729429662
247,1.9118067496456206
248,1.9013172732666135
249,1.93089734390378
250,1.9759639082476497
251,1.898548949509859
252,1.8920439458452165
253,1.9311366993933916
254,1.8982167090289295
255,1.8563143336214125
256,1.9158065197989345
257,2.1477525010704994
258,1.9407018348574638
259,1.9997331099584699
260,1.8774042134173214
261,2.051932252012193
262,1.9742181082256138
263,1.8998417197726667
264,1.937077950220555
265,1.8961010705679655
266,1.9027276397682726
267,1.8720914628356695
268,1.9073956962674856
269,1.8187411576509476
270,1.8922497928142548
271,1.8450382677838206
272,1.8404744854196906
273,1.9103669291362166
274,1.8527050991542637
275,1.8880829527042806
276,1.8211068748496473
277,1.8855834701098502
278,1.9016154939308763
279,1.844791708048433
280,1.909450332634151
281,1.8964068572968245
282,1.9343543387949467
283,1.90697221737355
284,1.9547100206837058
285,1.9186607245355844
286,1.8842687103897333
287,1.9050328321754932
288,1.8831791831180453
289,1.8678837632760406
290,1.8565012537874281
291,1.9666484305635095
292,1.8950406638905406
293,1.8893825486302376
294,1.8073962340131402
295,1.8563898205757141
296,1.972352970391512
297,1.9090358698740602
298,1.9104618686251342
299,1.8943756073713303
300,1.8173410762101412
301,1.871829693671316
302,3.148299340158701
303,1.9820442982017994
304,2.0511695495806634
305,2.052794682327658
306,1.9528463943861425
307,1.9828960429877043
308,1.9661317188292742
309,1.9193101665005088
310,1.8972711209207773
311,1.9816970988176763
312,1.9415347510948777
313,1.9583607646636665
314,1.8391926577314734
315,1.8993575293570757
316,17.911586987320334
317,24.92417323589325
318,24.602181777358055
319,24.478234469890594
320,24.384644135832787
321,24.262003511190414
322,24.191307216882706
323,24.171174466609955
324,24.11900156736374
325,24.14215998351574
326,24.077174246311188
327,24.086086481809616
328,24.05597262084484
329,24.063692048192024
330,24.034632712602615
331,24.028089612722397
332,24.05136449635029
333,24.018720045685768
334,23.99811616539955
335,24.007501855492592
336,24.00964431464672
337,24.017811059951782
338,24.008119091391563
339,23.983155742287636
340,24.00970809161663
341,23.976498186588287
342,23.98769737780094
343,23.995330914855003
344,23.985803470015526
345,24.00805628299713
346,23.989582926034927
347,23.934835493564606
348,23.97834737598896
349,24.022077649831772
350,23.971408367156982
351,23.995504185557365
352,23.968877151608467
353,23.983204901218414
354,24.017512664198875
355,24.002598986029625
356,23.990294098854065
357,23.975985288619995
358,23.98937863111496
359,23.976339414715767
360,23.995935022830963
361,23.998720705509186
362,23.984183818101883
363,23.97216661274433
364,24.020901784300804
365,24.014306366443634
366,23.958313584327698
367,24.00170934200287
368,23.995596393942833
369,23.995186433196068
370,23.983311101794243
371,23.96060398221016
372,24.013989076018333
373,23.980970054864883
374,23.9785163551569
375,24.015586733818054
376,23.98709484934807
377,23.97811383008957
378,23.975201532244682
379,24.004063457250595
380,23.995294988155365
381,23.971786096692085
382,23.953965947031975
383,23.992503941059113
384,24.01118505001068
385,23.970495358109474
386,23.993847861886024
387,23.99651250243187
388,24.00055143237114
389,24.016750693321228
390,23.992834761738777
391,23.982781872153282
392,23.99368791282177
393,23.990823164582253
394,23.983885422348976
395,24.007301479578018
396,23.993343487381935
397,23.990015253424644
398,24.00666917860508
399,23.948904171586037
400,24.012512922286987
401,23.988826394081116
402,24.000074818730354
403,23.97588838636875
404,23.99089016020298
