epoch,loss,train_correct,test_correct
92,1.664993017911911,12530,6
93,1.6577295362949371,11919,22
94,1.7273030877113342,10600,29
95,1.6464605927467346,12034,29
96,1.6351517736911774,12194,19
97,1.7098455727100372,9354,30
98,1.6680957973003387,11068,24
99,1.6191135942935944,10085,24
100,1.6044303178787231,10921,31
101,1.5721939504146576,10181,32
102,1.5739044547080994,9944,30
103,1.563881278038025,8788,32
104,1.4916766732931137,9852,10
105,1.5369371622800827,7243,0
106,1.4579596668481827,7858,26
107,1.4336802810430527,7021,0
108,1.5708393678069115,5332,15
109,1.3056416362524033,7404,14
110,1.4253533259034157,3131,3
111,1.2844251468777657,6384,28
112,1.631583534181118,5704,2
113,1.1938618570566177,7973,2
114,1.2244452312588692,5488,6
115,1.175818994641304,5710,3
116,1.2278728112578392,6307,7
117,1.1111061349511147,6175,4
118,1.3206764534115791,4641,10
119,1.2666561603546143,6291,9
120,1.1630166172981262,6835,16
121,1.0235951468348503,4120,11
122,1.0286858081817627,5208,4
123,1.095725692808628,8748,10
124,0.9486355930566788,12998,39
125,1.0093613266944885,17960,10
126,1.0015489310026169,19317,32
127,1.191467136144638,18269,32
128,1.1549567952752113,20890,64
129,0.8342889547348022,25356,35
130,1.2607746124267578,21539,46
131,1.0240382552146912,20832,41
132,0.8310394138097763,23552,40
133,0.8475916013121605,23576,67
134,0.7793331891298294,25665,42
135,0.9756804034113884,22555,48
136,0.9551020748913288,23039,35
137,0.8361142314970493,24503,37
138,0.746453870087862,25454,45
139,0.7257477268576622,25799,38
140,0.7751850634813309,23586,43
141,0.6981896087527275,26717,50
142,0.8274549692869186,24749,35
143,0.8024091683328152,25766,53
144,0.6791060417890549,26055,59
145,0.6217878051102161,27007,40
146,0.8164387121796608,26861,71
147,0.7065016478300095,26938,47
148,0.6347004510462284,25418,77
149,0.6522956192493439,29336,32
150,0.8466973565518856,29145,62
151,0.5995681583881378,31603,72
152,0.5796298421919346,32381,74
153,0.6390121579170227,29493,69
154,0.7332953251898289,28807,83
155,0.6189713142812252,32858,53
156,0.5419916175305843,31779,78
157,0.5501451529562473,33273,81
158,0.5361675098538399,33930,83
159,0.5200733728706837,34863,80
160,0.6318542808294296,31608,59
161,0.5387615449726582,31381,80
162,0.6147737391293049,32185,86
163,0.6196055077016354,32915,49
164,0.5844288989901543,31267,50
165,0.5317549258470535,31839,84
166,0.4880470223724842,34922,54
167,0.49608904123306274,33746,64
168,0.48891955986618996,35661,86
169,0.4734591580927372,36725,87
170,0.4502868205308914,37465,87
171,0.4516097903251648,37546,87
172,0.6851719431579113,31545,66
173,0.5857440643012524,33643,89
174,0.4927324168384075,36554,57
175,0.45083164796233177,38030,59
176,0.4351153429597616,37835,62
177,0.5378057733178139,34846,53
178,0.5535987205803394,35325,50
179,0.5147398095577955,36790,55
180,0.4862836766988039,36630,65
181,0.45771681889891624,36477,89
182,0.429722398519516,38405,88
183,0.4160915445536375,38665,90
184,0.4925727415829897,36927,60
185,0.41596086509525776,38719,66
186,0.40279299952089787,39454,65
187,0.3942726254463196,39790,60
188,0.5357534103095531,35963,91
189,0.49724193662405014,37310,56
190,0.4871228374540806,37679,62
191,0.4295001123100519,39803,60
192,0.446235328912735,37718,57
193,0.44523708149790764,37218,67
194,0.42764146625995636,39101,86
195,0.43849311023950577,38852,66
196,0.4018376562744379,40018,83
197,0.42064126022160053,39630,76
198,0.4056457821279764,39821,83
199,0.38913662172853947,39892,64
200,0.3853946663439274,40093,64
201,0.38318288139998913,40062,66
202,0.37800143100321293,40685,85
203,0.36898875422775745,41618,82
204,0.3550219461321831,40860,81
205,0.45032934471964836,40628,91
206,0.4256381466984749,42025,64
207,0.4119990337640047,41699,89
208,0.4006610307842493,42637,71
209,0.3948269374668598,41412,81
210,0.3686366528272629,43374,82
211,0.3700587172061205,43536,81
212,0.353173540905118,43644,84
213,0.37660873495042324,43654,85
214,0.37344851717352867,43434,84
215,0.3627249337732792,44144,92
216,0.36317507550120354,44622,84
217,0.33796194568276405,44664,92
218,0.3272092454135418,43603,71
219,0.36104715801775455,41331,80
220,0.3653811663389206,40913,94
221,0.3284197077155113,42245,94
222,0.3252247963100672,43407,93
223,0.33918997272849083,43941,87
224,0.3783308882266283,44539,89
225,0.3548001181334257,45188,93
226,0.3482624813914299,45611,93
227,0.327008169144392,46162,92
228,0.31856614351272583,45975,93
229,0.33234725520014763,46176,91
230,0.32940327003598213,46172,94
231,0.31074131093919277,46634,94
232,0.3079834561794996,46779,94
233,0.32096013613045216,46729,95
234,0.3174912929534912,47149,94
235,0.29960504360497,46852,94
236,0.28466122411191463,47349,94
237,0.3108165543526411,47043,94
238,0.30669359490275383,47337,94
239,0.3108533788472414,44836,74
240,0.3336036540567875,42919,97
241,0.2986271996051073,46840,95
242,0.31279030814766884,47057,96
243,0.27347850240767,47708,96
244,0.2913680952042341,45363,97
245,0.34615590050816536,41692,95
246,0.3283402547240257,43100,86
247,0.308897590264678,43668,94
248,0.30502285063266754,45248,92
249,0.2953759226948023,45513,92
250,0.2858524676412344,45947,96
251,0.31753725185990334,44927,92
252,0.3123679347336292,45283,95
253,0.31349622271955013,45562,97
254,0.3236310761421919,47596,96
255,0.30447207763791084,47596,96
256,0.29775019362568855,47833,97
257,0.29387631826102734,47808,97
258,0.2871505729854107,47980,97
259,0.285365154966712,48079,95
260,0.2797343526035547,47838,96
261,0.27796162478625774,48045,97
262,0.2734944447875023,48174,96
263,0.27539905719459057,48163,97
264,0.25234127417206764,48303,97
265,0.25486014410853386,48338,97
266,0.2700951620936394,48262,97
267,0.2654184363782406,48298,96
268,0.2629248108714819,48351,97
269,0.2619810216128826,48366,97
270,0.2573058921843767,48359,95
271,0.25902552902698517,48413,97
272,0.2556077726185322,48421,97
273,0.2545649018138647,48453,97
274,0.2510466016829014,48492,97
275,0.252382505685091,48500,97
276,0.25303878635168076,48498,97
277,0.2469289731234312,48530,97
278,0.24775575287640095,48489,97
279,0.23028991930186749,48603,98
280,0.23026212491095066,48639,97
281,0.22581372782588005,48687,97
282,0.24247681349515915,48648,97
283,0.24280492402613163,48600,96
284,0.24187461845576763,48601,97
285,0.23948071710765362,48633,97
286,0.23973573558032513,48638,97
287,0.23615174926817417,48693,97
288,0.236560245975852,48663,97
289,0.23510079458355904,48682,97
290,0.23491117917001247,48713,97
291,0.2300118338316679,48745,97
292,0.23127255961298943,48749,97
293,0.23084968887269497,48735,97
294,0.22693893499672413,48734,97
295,0.23208381421864033,48710,97
296,0.22811864502727985,48772,97
297,0.22571379132568836,48782,97
298,0.2142626941204071,48842,97
299,0.3001197250559926,46406,62
300,0.33883801475167274,43768,96
301,0.29915717244148254,45627,97
302,0.29918117076158524,46600,95
303,0.2950821276754141,46575,96
304,0.29210795275866985,47217,97
305,0.2868242133408785,47628,97
306,0.2814173810184002,48020,97
307,0.2783934995532036,48212,97
308,0.2759175505489111,47847,97
309,0.2746116239577532,48235,97
310,0.27070965245366096,48498,97
311,0.26912412233650684,48500,97
312,0.266785217449069,48628,97
313,0.26457197219133377,48673,97
314,0.259402921423316,48520,97
315,0.2635737545788288,48706,97
316,0.2581097073853016,48740,97
317,0.25550850480794907,48768,97
318,0.2538019362837076,48777,98
319,0.25422806292772293,48866,97
320,0.25244507007300854,48857,97
321,0.24962184205651283,48868,98
322,0.24796811304986477,48901,97
323,0.24794343300163746,48901,98
324,0.2475194949656725,48945,98
325,0.2454241756349802,48935,98
326,0.2430570423603058,48935,98
327,0.24174503982067108,48964,98
328,0.24173889309167862,48945,98
329,0.23897854797542095,48986,98
330,0.23779909498989582,49009,98
331,0.23740161024034023,49008,98
332,0.23424595594406128,49001,98
333,0.2355413120239973,49020,98
334,0.23462887108325958,49033,98
335,0.2327092606574297,49038,98
336,0.23265562392771244,49061,98
337,0.2310906331986189,49086,98
338,0.2280682474374771,49041,98
339,0.22820213437080383,49071,98
340,0.2313198409974575,49079,98
341,0.22549651004374027,49090,98
342,0.22717314772307873,49087,98
343,0.22497430816292763,49110,98
344,0.2238274272531271,49082,98
345,0.2451807837933302,48986,98
346,0.25151351280510426,48869,98
347,0.23070033453404903,48948,98
348,0.22064578160643578,48973,98
349,0.219616724178195,48989,98
350,0.21556646563112736,49056,98
351,0.2121731024235487,49028,98
352,0.2102644108235836,49063,98
353,0.20659128576517105,49047,98
354,0.20407177321612835,49056,98
355,0.2429339364171028,48952,99
356,0.2569267749786377,48683,95
357,0.25866877660155296,48700,98
358,0.23297099024057388,49022,98
359,0.21759659983217716,48983,98
360,0.20875908806920052,49064,98
361,0.20674329064786434,49061,98
362,0.20314419083297253,49122,98
363,0.19962692074477673,49104,98
364,0.20087014883756638,49142,98
365,0.19871985539793968,49164,98
366,0.19474737904965878,49181,98
367,0.19379732199013233,49186,98
368,0.23455321416258812,49068,98
369,0.25620736740529537,49011,98
370,0.2435552403330803,49097,98
371,0.22771268710494041,49155,98
372,0.21851113811135292,49107,98
373,0.2287219762802124,49242,98
374,0.22557322680950165,49259,98
375,0.2244605552405119,49279,98
376,0.2218875139951706,49268,98
377,0.22233223356306553,49288,98
378,0.22071601264178753,49283,98
379,0.21697021648287773,49299,98
380,0.21786653622984886,49310,98
381,0.21598517149686813,49317,98
382,0.21616001054644585,49291,98
383,0.21243665367364883,49329,98
384,0.21337857842445374,49308,98
385,0.2129076924175024,49337,99
386,0.21130821853876114,49331,99
387,0.21107003651559353,49325,99
388,0.20929591730237007,49341,99
389,0.21062538027763367,49318,99
390,0.2146088257431984,49269,100
391,0.20833247154951096,49326,99
392,0.20881990902125835,49327,99
393,0.2076442502439022,49366,99
394,0.20522632263600826,49369,99
395,0.2055087611079216,49376,99
396,0.20713668316602707,49336,100
397,0.2118469588458538,49229,99
398,0.2186594270169735,49234,100
399,0.20064031891524792,49233,98
400,0.19151940196752548,49240,98
401,0.19029411301016808,49258,98
402,0.18897800147533417,49279,98
403,0.18574202246963978,49305,98
404,0.18460256233811378,49329,98
405,0.1848740316927433,49316,98
406,0.1817527376115322,49338,98
407,0.18756399303674698,49300,100
408,0.18903423845767975,49315,100
409,0.18200684525072575,49346,98
410,0.18218944407999516,49343,98
