epoch,loss,train_correct,test_correct
117,1.3593168184161186,8132,0
118,1.8242471665143967,3910,0
119,1.7422943115234375,4560,29
120,1.51852647960186,9249,11
121,1.435203731060028,6629,8
122,1.5589814558625221,3892,0
123,1.593265786767006,4614,0
124,1.238936796784401,5160,15
125,1.2116311863064766,5202,23
126,1.219155341386795,5537,11
127,1.1198525503277779,5534,2
128,1.1528169140219688,4817,14
129,1.06962488591671,5885,4
130,1.2012631297111511,4524,2
131,1.052603803575039,5383,32
132,1.3183457776904106,12827,20
133,1.3259563744068146,13035,7
134,1.2484634965658188,11198,3
135,1.160423718392849,12279,27
136,1.0928145051002502,16626,32
137,1.0147335976362228,20237,42
138,1.30276308208704,19761,35
139,1.0200424492359161,21200,27
140,1.0360753759741783,20677,36
141,0.898845873773098,22999,34
142,0.8617749437689781,25140,30
143,1.636581912636757,17833,33
144,0.9190772920846939,22675,39
145,1.116999063640833,20739,32
146,1.5180235877633095,21666,41
147,0.8746038898825645,24266,53
148,0.8142162673175335,25916,47
149,0.8592278882861137,23453,41
150,0.8819141574203968,22976,72
151,0.8106459975242615,24521,72
152,0.7799270115792751,26653,43
153,0.7762353345751762,24853,36
154,0.7968667522072792,23401,50
155,0.7559560835361481,23982,47
156,0.8481453955173492,25201,59
157,0.7571774311363697,26179,51
158,0.7320245541632175,25331,45
159,0.707452978938818,25602,48
160,0.7391341477632523,27091,48
161,0.7122812308371067,24993,74
162,1.7199546657502651,20824,35
163,1.340987779200077,20585,60
164,0.7102373726665974,27584,74
165,0.6846026070415974,27319,40
166,0.7296294271945953,26337,46
167,0.6681899465620518,26695,41
168,0.7091540805995464,28020,44
169,0.6705952920019627,26225,45
170,0.6561294421553612,27702,48
171,0.6397981569170952,28744,66
172,0.6123795658349991,30298,66
173,0.6051004976034164,30567,75
174,0.5849652886390686,31782,74
175,0.5719872415065765,32399,68
176,0.568104937672615,32428,64
177,0.7030603811144829,28684,45
178,0.6181341148912907,28420,84
179,0.5313442572951317,31525,50
180,0.6319293975830078,29326,56
181,0.6324895918369293,29629,52
182,0.5603112727403641,32467,54
183,0.5465525202453136,33146,57
184,0.5362847484648228,33626,65
185,0.6254599578678608,30643,49
186,0.6485744640231133,29946,75
187,0.6348547041416168,29821,75
188,0.5866538546979427,30910,63
189,0.5378670431673527,33147,63
190,0.5260150916874409,33621,56
191,0.5150606893002987,34492,61
192,0.5078287199139595,34688,60
193,0.6769320145249367,29856,61
194,0.5069202743470669,34235,58
195,0.4928589053452015,35716,58
196,0.4885380454361439,35558,69
197,0.4833228327333927,35427,83
198,0.6408754214644432,31376,86
199,0.45780007541179657,35723,86
200,0.4471187889575958,36272,67
201,0.599232628941536,33713,54
202,0.5289045087993145,34441,58
203,0.49723485112190247,33129,59
204,0.481045201420784,35352,61
205,0.493881668895483,34688,61
206,0.4916865900158882,34572,77
207,0.4582376852631569,37051,56
208,0.4534722827374935,36085,59
209,0.4838867746293545,34859,59
210,0.4439769834280014,36124,59
211,0.4454558864235878,36531,62
212,0.5141434408724308,34855,68
213,0.4986526370048523,34699,91
214,0.4773557297885418,35898,88
215,0.4553782232105732,37169,80
216,0.4570409841835499,37059,87
217,0.45161481387913227,37734,91
218,0.4290912300348282,38293,86
219,0.436926007270813,37898,88
220,0.4794889912009239,37866,57
221,0.4934667833149433,36238,68
222,0.4456176310777664,37783,75
223,0.41862377524375916,38580,66
224,0.4318438060581684,38147,68
225,0.44491325318813324,37827,66
226,0.442234393209219,36148,93
227,0.4443250074982643,39570,72
228,0.4226761609315872,38763,70
229,0.406151682138443,38754,57
230,0.4488036185503006,37251,63
231,0.4164776913821697,38198,69
232,0.4254081957042217,38664,68
233,0.4170464836061001,39085,71
234,0.4084099121391773,39424,68
235,0.4059072397649288,39387,69
236,0.39764392375946045,39783,71
237,0.4333248920738697,38678,90
238,0.44190192222595215,39426,80
239,0.42368095740675926,39525,90
240,0.37990290112793446,41403,88
241,0.4181465245783329,39622,92
242,0.37530221603810787,41485,81
243,0.40480275452136993,39348,92
244,0.3784966692328453,41306,88
245,0.3852234501391649,39838,68
246,0.42373661510646343,37691,91
247,0.40667509846389294,38953,95
248,0.347887696698308,41788,69
249,0.3608514703810215,41350,76
250,0.35551220551133156,41398,69
251,0.3617262039333582,42018,73
252,0.44123971834778786,39443,95
253,0.3879162296652794,41820,77
254,0.3866087384521961,40650,94
255,0.3557278551161289,42655,88
256,0.3854663819074631,41054,94
257,0.34898064099252224,43350,82
258,0.3494676873087883,41696,95
259,0.35773308388888836,43061,82
260,0.3695336300879717,41884,94
261,0.35034528747200966,43520,88
262,0.33953656628727913,42710,94
263,0.3553345277905464,43381,88
264,0.3617565222084522,42649,95
265,0.3107560183852911,44599,90
266,0.33421790041029453,43035,96
267,0.3467802684754133,43713,92
268,0.3424264583736658,43288,93
269,0.3452132064849138,43114,95
270,0.33811855502426624,44268,94
271,0.3108438774943352,43705,96
272,0.3130963705480099,43556,95
273,0.376973994076252,41262,74
274,0.32662875950336456,41963,93
275,0.337866572663188,43791,88
276,0.330265449360013,44691,79
277,0.32200501672923565,44007,98
278,0.2976767923682928,45494,82
279,0.3107208479195833,44432,98
280,0.3230640608817339,45044,80
281,0.2912925351411104,44324,74
282,0.48927436023950577,38066,92
283,0.3413363713771105,43233,96
284,0.3256702180951834,44094,97
285,0.3328852467238903,41940,92
286,0.3434411808848381,42437,98
287,0.34030504152178764,42345,97
288,0.3301080446690321,41835,88
289,0.3614444434642792,40548,90
290,0.3723304718732834,40725,96
291,0.3499976918101311,41821,88
292,0.36891787871718407,40849,98
293,0.3460740316659212,41867,97
294,0.345953568816185,42331,97
295,0.3433167301118374,42457,98
296,0.33549430035054684,42995,98
297,0.33191619999706745,43277,97
298,0.3315873332321644,41735,82
299,0.32836041413247585,42566,87
300,0.32360839657485485,43728,84
301,0.32311879098415375,44155,87
302,0.3185073006898165,44105,84
303,0.31361832097172737,44581,83
304,0.309839578345418,44577,88
305,0.3101726397871971,44832,83
306,0.3216931074857712,42743,87
307,0.3310073930770159,44742,88
308,0.31678929924964905,45127,93
309,0.31061913073062897,45638,87
310,0.3072821646928787,45607,94
311,0.30710824951529503,46064,87
312,0.30143710784614086,45625,96
313,0.29602245427668095,46521,89
314,0.29463702626526356,46157,94
315,0.2734866663813591,46448,88
316,0.27434220537543297,46231,95
317,0.2708869930356741,46848,89
318,0.27949612587690353,46429,91
319,0.29202757962048054,46768,94
320,0.2860696204006672,46667,88
321,0.28200544975697994,46688,98
322,0.2846262492239475,46082,85
323,0.2874569371342659,45771,91
324,0.2773961517959833,47029,91
325,0.2704659830778837,47094,88
326,0.256345147266984,46809,94
327,0.2611420415341854,47125,95
328,0.2773741837590933,47254,92
329,0.27144430205225945,47133,98
330,0.26609298773109913,47454,92
331,0.24983153864741325,47358,94
332,0.24851523712277412,47624,94
333,0.2646005116403103,47193,97
334,0.27387329936027527,47541,91
335,0.2656709775328636,47514,95
336,0.2642307262867689,47625,95
337,0.24286620505154133,47753,94
338,0.24248605221509933,47801,92
339,0.2375781200826168,47733,96
340,0.2625646721571684,47689,95
341,0.2630971856415272,47635,92
342,0.26486229710280895,47652,98
343,0.2595944572240114,47819,94
344,0.2591180596500635,47828,96
345,0.2585506774485111,48032,98
346,0.251693906262517,46194,85
347,0.3042322490364313,43552,78
348,0.32299862056970596,41879,98
349,0.3345413785427809,42186,98
350,0.3207887876778841,42658,98
351,0.3136354498565197,43832,98
352,0.30587400682270527,44250,98
353,0.300322650000453,44951,97
354,0.30590805038809776,44549,98
355,0.29736986197531223,45149,98
356,0.29252275824546814,45618,98
357,0.2915246933698654,45772,98
358,0.28731483966112137,45861,98
359,0.28439356945455074,46219,98
360,0.2768849488347769,46360,98
361,0.28317063488066196,46139,95
362,0.2648566383868456,47237,94
363,0.2609022259712219,47592,97
364,0.25746402330696583,48014,98
365,0.25505707040429115,48161,96
366,0.2477772980928421,48290,98
367,0.23314379900693893,48208,94
368,0.23238465003669262,48093,96
369,0.24859223701059818,48404,96
370,0.24690179340541363,48375,98
371,0.23457237891852856,48576,94
372,0.274688184261322,45483,83
373,0.27721300534904003,45502,96
374,0.2726680412888527,46130,75
375,0.2893443275243044,43832,97
376,0.28606379218399525,45141,98
377,0.28554598428308964,46114,98
378,0.2757528703659773,46585,98
379,0.2756468318402767,46898,98
380,0.2743239663541317,46967,94
381,0.27280777879059315,47204,97
382,0.25113521330058575,48189,95
383,0.24536482244729996,48322,98
384,0.24254010058939457,48574,96
385,0.24173125252127647,48620,98
386,0.23953323625028133,48706,97
387,0.23581090942025185,48623,98
388,0.23783528059720993,48782,98
389,0.23248347081243992,48782,98
390,0.23239657282829285,48828,98
391,0.22167176753282547,48796,96
392,0.24266273714601994,47180,86
393,0.26741646230220795,46255,94
394,0.2816343028098345,46463,95
395,0.2723224461078644,46938,98
396,0.26717111468315125,45275,98
397,0.281693359836936,44618,98
398,0.25511076487600803,46868,96
399,0.2562927380204201,46670,98
400,0.2533441111445427,46959,98
401,0.23936223052442074,47506,97
402,0.24634587951004505,47343,98
403,0.23377926275134087,47865,96
404,0.24296187609434128,47793,98
405,0.23327755369246006,47933,98
406,0.22815659269690514,48111,97
407,0.23292715661227703,48090,98
408,0.23002705164253712,48038,98
409,0.22597039863467216,48330,97
410,0.22937889210879803,48322,98
411,0.22426493279635906,48407,98
412,0.22260903008282185,48388,98
413,0.22418635338544846,48427,98
414,0.21863656397908926,48516,98
415,0.22095474414527416,48487,98
416,0.2142395582050085,48639,97
417,0.2188224121928215,48571,98
418,0.2145624626427889,48639,98
419,0.21316439472138882,48669,98
420,0.21381822042167187,48678,98
421,0.2109262105077505,48791,98
422,0.21239575557410717,48758,98
423,0.21159281581640244,48765,98
424,0.20696838665753603,48778,98
425,0.20539865270256996,48890,97
426,0.20354019850492477,48735,98
427,0.20556576550006866,48860,98
428,0.20775779522955418,48876,98
429,0.2046562284231186,48864,98
430,0.20329037494957447,48948,98
431,0.20398134365677834,48928,98
432,0.20142883621156216,48920,98
433,0.2015184462070465,48960,98
434,0.19894982874393463,48991,97
435,0.20052743889391422,49003,98
436,0.19824156165122986,48983,98
437,0.195915543474257,49033,98
438,0.19842538330703974,49007,98
439,0.19664299953728914,49052,98
440,0.19505421072244644,49039,98
441,0.19466057233512402,49082,98
442,0.19410645309835672,49013,98
443,0.19256400782614946,49115,98
444,0.19548308942466974,49080,98
445,0.1899384930729866,49076,98
446,0.1930394135415554,49139,98
447,0.19165870640426874,49189,98
448,0.18848948180675507,49135,97
449,0.19145088829100132,49148,98
450,0.18895074166357517,49190,98
451,0.18682256899774075,49138,98
452,0.1851123021915555,49162,98
453,0.1859694141894579,49214,98
454,0.18767134193331003,49178,98
455,0.18348467256873846,49212,98
456,0.18441301304847002,49170,98
457,0.18517087865620852,49206,98
458,0.18580048065632582,49213,98
459,0.182683608494699,49216,98
460,0.18286775797605515,49232,98
461,0.17856569215655327,49197,98
462,0.18191474303603172,49237,98
463,0.1815637219697237,49258,98
464,0.1795317679643631,49250,98
465,0.17894407268613577,49277,98
466,0.17680084891617298,49150,99
467,0.2333372076973319,48758,99
468,0.23368148691952229,49018,99
469,0.22950210608541965,49128,98
470,0.22851967439055443,49189,98
471,0.22185783833265305,49231,98
472,0.22090701200067997,49216,98
473,0.21883019991219044,49295,98
474,0.21759026497602463,49317,98
475,0.21577064134180546,49310,98
476,0.2159709446132183,49319,98
477,0.2127622738480568,49319,98
478,0.20913656428456306,49350,98
479,0.2116238735616207,49345,98
480,0.20917031541466713,49354,98
481,0.20788340084254742,49357,98
482,0.2067808210849762,49370,98
483,0.20306789316236973,49403,98
484,0.20502500049769878,49401,98
485,0.20270173996686935,49384,98
486,0.2052042856812477,49408,98
487,0.20294558629393578,49388,98
488,0.20001500099897385,49430,98
489,0.20013392344117165,49415,98
490,0.1972892079502344,49446,98
491,0.1982617061585188,49438,98
492,0.19854138791561127,49436,98
493,0.19777044653892517,49439,98
494,0.19328744150698185,49435,99
495,0.21400852873921394,49259,99
496,0.2071565631777048,49389,99
497,0.20168948732316494,49414,99
498,0.1960944626480341,49438,98
499,0.19733826257288456,49467,98
500,0.19604734517633915,49478,98
501,0.19517976604402065,49479,98
502,0.19463096000254154,49478,98
503,0.19404914043843746,49502,98
504,0.19042597338557243,49512,98
505,0.18805675581097603,49509,98
506,0.18973006308078766,49493,98
507,0.18683812394738197,49515,98
508,0.189467566087842,49502,98
509,0.1895520556718111,49491,98
510,0.18746504746377468,49538,98
511,0.18742372654378414,49512,98
512,0.18479564599692822,49533,98
513,0.18631994351744652,49512,98
514,0.18511534668505192,49525,98
515,0.1859265509992838,49524,98
516,0.1836549285799265,49529,98
517,0.1836865283548832,49540,98
518,0.187033761292696,49476,99
519,0.19577733986079693,49469,99
520,0.19249284453690052,49503,99
521,0.18275198340415955,49511,98
522,0.18556719459593296,49522,98
523,0.18227355554699898,49551,98
524,0.17987923324108124,49560,98
525,0.1810290291905403,49557,98
526,0.18178181909024715,49556,98
527,0.17883074097335339,49553,98
528,0.18021453358232975,49555,99
529,0.17967022396624088,49554,98
530,0.17973054014146328,49566,98
531,0.1788071058690548,49563,99
532,0.1762896664440632,49567,98
533,0.1779661327600479,49569,99
534,0.17632737755775452,49570,98
535,0.1765325665473938,49564,98
536,0.17511882912367582,49582,99
537,0.17348607443273067,49580,99
538,0.23094314150512218,49139,99
539,0.2671063710004091,47640,94
540,0.24930724501609802,47903,95
541,0.24301854707300663,47708,96
542,0.2312929444015026,47989,98
543,0.22770831920206547,48996,99
544,0.22764995507895947,49289,99
545,0.22784552536904812,49328,99
546,0.22438238002359867,49398,99
547,0.22298751212656498,49452,99
548,0.2210194133222103,49445,99
549,0.21931720525026321,49468,99
550,0.21793490648269653,49485,99
551,0.21321141347289085,49488,99
552,0.2135123759508133,49537,99
553,0.21364368312060833,49532,99
554,0.21255666576325893,49544,99
555,0.21102108247578144,49547,99
556,0.20966720394790173,49560,99
557,0.20761529449373484,49571,99
558,0.20789320580661297,49566,99
559,0.20586729608476162,49581,99
560,0.20506304875016212,49558,99
561,0.2043655663728714,49582,99
562,0.20277163665741682,49592,99
563,0.2028976771980524,49591,99
564,0.20248737465590239,49589,99
565,0.20168703608214855,49577,99
566,0.20127771608531475,49602,99
567,0.1956010153517127,49595,99
568,0.20060934126377106,49594,99
569,0.19830635003745556,49595,99
570,0.19788197614252567,49596,99
571,0.19762342516332865,49609,99
572,0.19778361916542053,49593,99
573,0.1959191905334592,49609,99
574,0.19561432674527168,49608,99
575,0.1955131208524108,49607,99
576,0.1939174085855484,49598,99
577,0.1935120029374957,49603,99
578,0.19244075845927,49617,99
579,0.1915223253890872,49626,99
580,0.1920453617349267,49608,99
581,0.19079054333269596,49620,99
582,0.19104278180748224,49606,99
583,0.19020371232181787,49610,99
584,0.18893278017640114,49607,99
585,0.1887502009049058,49614,99
586,0.1898885127156973,49613,99
587,0.18862293288111687,49623,99
588,0.1874456899240613,49610,99
589,0.18665129411965609,49624,99
590,0.1868065819144249,49627,99
591,0.1864849217236042,49616,99
592,0.18585171550512314,49621,99
593,0.18603689316660166,49631,99
594,0.18512416537851095,49629,99
595,0.18418957386165857,49628,99
596,0.18534466065466404,49626,99
597,0.18466609623283148,49621,99
598,0.18211440183222294,49637,99
599,0.18374577350914478,49636,99
600,0.18315819837152958,49640,99
601,0.18153511174023151,49635,99
602,0.1823712456971407,49621,99
603,0.18317913357168436,49635,99
604,0.18140141107141972,49640,99
605,0.1807151949033141,49634,99
606,0.18087743315845728,49637,99
607,0.18052963074296713,49637,99
608,0.1789410524070263,49634,99
609,0.1789554636925459,49640,99
610,0.1792020732536912,49654,99
611,0.17958514764904976,49639,99
612,0.17833648808300495,49641,99
613,0.17744996771216393,49651,99
614,0.17884372267872095,49640,99
615,0.17755284626036882,49639,99
616,0.17661736626178026,49651,99
617,0.1764370696619153,49652,99
618,0.17598927672952414,49640,99
619,0.17647904250770807,49648,99
620,0.17472048941999674,49643,99
621,0.17571852169930935,49659,99
622,0.17544555384665728,49659,99
623,0.17590266466140747,49644,99
624,0.17565123084932566,49659,99
625,0.17443916108459234,49660,99
626,0.1738164098933339,49652,99
627,0.17346391268074512,49659,99
628,0.1733265956863761,49659,99
629,0.17338409181684256,49657,99
630,0.17371908016502857,49665,99
631,0.17313180677592754,49660,99
632,0.17160359490662813,49659,99
633,0.17191883269697428,49664,99
634,0.17142353020608425,49669,99
635,0.1715979976579547,49656,99
636,0.17182876262813807,49662,99
637,0.1704395692795515,49669,99
638,0.17123431991785765,49667,99
639,0.16972669772803783,49671,99
640,0.17057377193123102,49666,99
641,0.17126078810542822,49674,99
642,0.16846795566380024,49683,99
643,0.16954306978732347,49671,99
644,0.16763473022729158,49668,99
645,0.16925855819135904,49674,99
646,0.16978879179805517,49672,99
647,0.16995277162641287,49667,99
648,0.16754934005439281,49685,99
